,density,init_fire,reborn_tree,Run,Burned Out,Fine,Fire,height,width
600,0.5,40,20,600,498,4439,76,100,100
601,0.5,40,20,601,0,5079,0,100,100
602,0.5,40,20,602,535,4431,40,100,100
603,0.5,40,20,603,0,4988,0,100,100
604,0.5,40,20,604,0,4956,0,100,100
605,0.5,40,20,605,496,4420,67,100,100
606,0.5,40,20,606,763,4226,84,100,100
607,0.5,40,20,607,0,4998,0,100,100
608,0.5,40,20,608,0,4930,0,100,100
609,0.5,40,20,609,0,5061,0,100,100
610,0.5,40,20,610,0,5052,0,100,100
611,0.5,40,20,611,443,4410,73,100,100
612,0.5,40,20,612,0,5061,0,100,100
613,0.5,40,20,613,616,4306,51,100,100
614,0.5,40,20,614,415,4533,38,100,100
615,0.5,40,20,615,478,4423,46,100,100
616,0.5,40,20,616,758,4172,92,100,100
617,0.5,40,20,617,0,5082,0,100,100
618,0.5,40,20,618,0,4961,0,100,100
619,0.5,40,20,619,545,4430,87,100,100
620,0.5,40,20,620,0,5024,0,100,100
621,0.5,40,20,621,0,4961,0,100,100
622,0.5,40,20,622,0,4954,0,100,100
623,0.5,40,20,623,649,4369,52,100,100
624,0.5,40,20,624,459,4515,73,100,100
625,0.5,40,20,625,0,4984,0,100,100
626,0.5,40,20,626,0,5048,0,100,100
627,0.5,40,20,627,0,5017,0,100,100
628,0.5,40,20,628,686,4244,85,100,100
629,0.5,40,20,629,124,4867,30,100,100
630,0.5,40,20,630,659,4365,57,100,100
631,0.5,40,20,631,0,4967,0,100,100
632,0.5,40,20,632,0,4960,0,100,100
633,0.5,40,20,633,542,4401,69,100,100
634,0.5,40,20,634,0,5026,0,100,100
635,0.5,40,20,635,331,4578,78,100,100
636,0.5,40,20,636,309,4702,52,100,100
637,0.5,40,20,637,0,5077,0,100,100
638,0.5,40,20,638,0,5073,0,100,100
639,0.5,40,20,639,0,4926,0,100,100
640,0.5,40,20,640,0,4994,0,100,100
641,0.5,40,20,641,395,4501,30,100,100
642,0.5,40,20,642,0,4996,0,100,100
643,0.5,40,20,643,486,4472,56,100,100
644,0.5,40,20,644,378,4589,54,100,100
645,0.5,40,20,645,448,4569,74,100,100
646,0.5,40,20,646,602,4274,84,100,100
647,0.5,40,20,647,0,4976,0,100,100
648,0.5,40,20,648,0,4959,0,100,100
649,0.5,40,20,649,5,4981,0,100,100
650,0.5,40,20,650,660,4297,71,100,100
651,0.5,40,20,651,496,4513,46,100,100
652,0.5,40,20,652,456,4517,64,100,100
653,0.5,40,20,653,0,4890,0,100,100
654,0.5,40,20,654,0,5084,0,100,100
655,0.5,40,20,655,0,4990,0,100,100
656,0.5,40,20,656,356,4544,54,100,100
657,0.5,40,20,657,0,4905,0,100,100
658,0.5,40,20,658,445,4468,77,100,100
659,0.5,40,20,659,0,4965,0,100,100
660,0.5,40,20,660,354,4600,45,100,100
661,0.5,40,20,661,10,4971,0,100,100
662,0.5,40,20,662,777,4107,107,100,100
663,0.5,40,20,663,733,4213,91,100,100
664,0.5,40,20,664,0,5108,0,100,100
665,0.5,40,20,665,425,4477,49,100,100
666,0.5,40,20,666,0,4996,0,100,100
667,0.5,40,20,667,0,4954,0,100,100
668,0.5,40,20,668,0,5122,0,100,100
669,0.5,40,20,669,0,5061,0,100,100
670,0.5,40,20,670,0,4937,0,100,100
671,0.5,40,20,671,0,5042,0,100,100
672,0.5,40,20,672,619,4299,93,100,100
673,0.5,40,20,673,0,4989,0,100,100
674,0.5,40,20,674,639,4342,51,100,100
675,0.5,40,20,675,0,4977,0,100,100
676,0.5,40,20,676,0,5010,0,100,100
677,0.5,40,20,677,655,4240,68,100,100
678,0.5,40,20,678,405,4620,50,100,100
679,0.5,40,20,679,479,4484,57,100,100
680,0.5,40,20,680,396,4590,55,100,100
681,0.5,40,20,681,379,4588,39,100,100
682,0.5,40,20,682,0,4964,0,100,100
683,0.5,40,20,683,442,4537,56,100,100
684,0.5,40,20,684,0,4940,0,100,100
685,0.5,40,20,685,0,5023,0,100,100
686,0.5,40,20,686,0,4983,0,100,100
687,0.5,40,20,687,0,4999,0,100,100
688,0.5,40,20,688,477,4459,49,100,100
689,0.5,40,20,689,0,4982,0,100,100
690,0.5,40,20,690,0,4994,0,100,100
691,0.5,40,20,691,728,4216,99,100,100
692,0.5,40,20,692,0,4992,0,100,100
693,0.5,40,20,693,0,4986,0,100,100
694,0.5,40,20,694,513,4396,56,100,100
695,0.5,40,20,695,0,5018,0,100,100
696,0.5,40,20,696,378,4534,52,100,100
697,0.5,40,20,697,398,4600,52,100,100
698,0.5,40,20,698,0,4982,0,100,100
699,0.5,40,20,699,0,4957,0,100,100
700,0.5,40,50,700,0,4925,0,100,100
701,0.5,40,50,701,0,4984,0,100,100
702,0.5,40,50,702,0,5027,0,100,100
703,0.5,40,50,703,0,5029,0,100,100
704,0.5,40,50,704,284,4660,59,100,100
705,0.5,40,50,705,488,4568,60,100,100
706,0.5,40,50,706,613,4340,72,100,100
707,0.5,40,50,707,269,4688,32,100,100
708,0.5,40,50,708,0,5008,0,100,100
709,0.5,40,50,709,0,5078,0,100,100
710,0.5,40,50,710,593,4328,84,100,100
711,0.5,40,50,711,0,5019,0,100,100
712,0.5,40,50,712,0,4968,0,100,100
713,0.5,40,50,713,0,4915,0,100,100
714,0.5,40,50,714,0,4922,0,100,100
715,0.5,40,50,715,608,4407,90,100,100
716,0.5,40,50,716,498,4436,52,100,100
717,0.5,40,50,717,0,5059,0,100,100
718,0.5,40,50,718,510,4343,55,100,100
719,0.5,40,50,719,464,4465,43,100,100
720,0.5,40,50,720,342,4546,62,100,100
721,0.5,40,50,721,459,4473,56,100,100
722,0.5,40,50,722,0,4942,0,100,100
723,0.5,40,50,723,0,4988,0,100,100
724,0.5,40,50,724,634,4332,79,100,100
725,0.5,40,50,725,0,4979,0,100,100
726,0.5,40,50,726,655,4334,71,100,100
727,0.5,40,50,727,0,5005,0,100,100
728,0.5,40,50,728,531,4484,78,100,100
729,0.5,40,50,729,0,4939,0,100,100
730,0.5,40,50,730,604,4327,56,100,100
731,0.5,40,50,731,620,4306,58,100,100
732,0.5,40,50,732,795,4068,82,100,100
733,0.5,40,50,733,552,4366,86,100,100
734,0.5,40,50,734,580,4386,56,100,100
735,0.5,40,50,735,423,4527,44,100,100
736,0.5,40,50,736,466,4448,63,100,100
737,0.5,40,50,737,632,4278,85,100,100
738,0.5,40,50,738,469,4369,62,100,100
739,0.5,40,50,739,468,4453,65,100,100
740,0.5,40,50,740,373,4607,53,100,100
741,0.5,40,50,741,0,4933,0,100,100
742,0.5,40,50,742,707,4198,69,100,100
743,0.5,40,50,743,469,4463,68,100,100
744,0.5,40,50,744,0,5115,0,100,100
745,0.5,40,50,745,454,4454,64,100,100
746,0.5,40,50,746,0,5012,0,100,100
747,0.5,40,50,747,0,5056,0,100,100
748,0.5,40,50,748,0,4981,0,100,100
749,0.5,40,50,749,793,4148,66,100,100
750,0.5,40,50,750,0,5053,0,100,100
751,0.5,40,50,751,460,4494,52,100,100
752,0.5,40,50,752,571,4296,79,100,100
753,0.5,40,50,753,0,5006,0,100,100
754,0.5,40,50,754,343,4630,49,100,100
755,0.5,40,50,755,0,5052,0,100,100
756,0.5,40,50,756,772,4206,96,100,100
757,0.5,40,50,757,485,4305,62,100,100
758,0.5,40,50,758,0,4987,0,100,100
759,0.5,40,50,759,554,4417,88,100,100
760,0.5,40,50,760,0,4924,0,100,100
761,0.5,40,50,761,624,4263,106,100,100
762,0.5,40,50,762,0,5055,0,100,100
763,0.5,40,50,763,550,4418,75,100,100
764,0.5,40,50,764,0,5046,0,100,100
765,0.5,40,50,765,0,4932,0,100,100
766,0.5,40,50,766,0,5017,0,100,100
767,0.5,40,50,767,0,4908,0,100,100
768,0.5,40,50,768,419,4545,74,100,100
769,0.5,40,50,769,0,5022,0,100,100
770,0.5,40,50,770,259,4611,32,100,100
771,0.5,40,50,771,0,5001,0,100,100
772,0.5,40,50,772,0,5062,0,100,100
773,0.5,40,50,773,0,5025,0,100,100
774,0.5,40,50,774,572,4394,60,100,100
775,0.5,40,50,775,0,5022,0,100,100
776,0.5,40,50,776,0,4999,0,100,100
777,0.5,40,50,777,863,4053,110,100,100
778,0.5,40,50,778,546,4410,68,100,100
779,0.5,40,50,779,0,5015,0,100,100
780,0.5,40,50,780,0,4863,0,100,100
781,0.5,40,50,781,612,4288,79,100,100
782,0.5,40,50,782,0,5082,0,100,100
783,0.5,40,50,783,621,4359,72,100,100
784,0.5,40,50,784,614,4330,56,100,100
785,0.5,40,50,785,0,5019,0,100,100
786,0.5,40,50,786,857,3996,130,100,100
787,0.5,40,50,787,0,5039,0,100,100
788,0.5,40,50,788,0,4983,0,100,100
789,0.5,40,50,789,653,4295,83,100,100
790,0.5,40,50,790,355,4571,68,100,100
791,0.5,40,50,791,0,5031,0,100,100
792,0.5,40,50,792,421,4419,49,100,100
793,0.5,40,50,793,0,4968,0,100,100
794,0.5,40,50,794,0,4965,0,100,100
795,0.5,40,50,795,0,5095,0,100,100
796,0.5,40,50,796,561,4341,62,100,100
797,0.5,40,50,797,0,4935,0,100,100
798,0.5,40,50,798,738,4138,69,100,100
799,0.5,40,50,799,521,4459,58,100,100
800,0.5,40,80,800,0,4912,0,100,100
801,0.5,40,80,801,612,4287,68,100,100
802,0.5,40,80,802,0,5090,0,100,100
803,0.5,40,80,803,488,4436,58,100,100
804,0.5,40,80,804,661,4287,69,100,100
805,0.5,40,80,805,630,4274,67,100,100
806,0.5,40,80,806,0,4952,0,100,100
807,0.5,40,80,807,0,4975,0,100,100
808,0.5,40,80,808,473,4415,75,100,100
809,0.5,40,80,809,0,4938,0,100,100
810,0.5,40,80,810,0,4990,0,100,100
811,0.5,40,80,811,663,4278,64,100,100
812,0.5,40,80,812,0,4942,0,100,100
813,0.5,40,80,813,0,5009,0,100,100
814,0.5,40,80,814,659,4341,77,100,100
815,0.5,40,80,815,543,4413,49,100,100
816,0.5,40,80,816,0,4947,0,100,100
817,0.5,40,80,817,576,4335,79,100,100
818,0.5,40,80,818,0,5034,0,100,100
819,0.5,40,80,819,415,4555,47,100,100
820,0.5,40,80,820,426,4519,57,100,100
821,0.5,40,80,821,389,4592,52,100,100
822,0.5,40,80,822,0,5080,0,100,100
823,0.5,40,80,823,462,4430,51,100,100
824,0.5,40,80,824,0,5011,0,100,100
825,0.5,40,80,825,0,4968,0,100,100
826,0.5,40,80,826,660,4300,75,100,100
827,0.5,40,80,827,645,4316,86,100,100
828,0.5,40,80,828,847,4032,78,100,100
829,0.5,40,80,829,0,5004,0,100,100
830,0.5,40,80,830,0,5035,0,100,100
831,0.5,40,80,831,562,4462,62,100,100
832,0.5,40,80,832,0,4906,0,100,100
833,0.5,40,80,833,219,4755,47,100,100
834,0.5,40,80,834,0,5058,0,100,100
835,0.5,40,80,835,508,4437,59,100,100
836,0.5,40,80,836,0,5049,0,100,100
837,0.5,40,80,837,0,5102,0,100,100
838,0.5,40,80,838,777,4215,80,100,100
839,0.5,40,80,839,680,4214,70,100,100
840,0.5,40,80,840,0,4921,0,100,100
841,0.5,40,80,841,0,5014,0,100,100
842,0.5,40,80,842,398,4560,48,100,100
843,0.5,40,80,843,0,5036,0,100,100
844,0.5,40,80,844,571,4419,54,100,100
845,0.5,40,80,845,806,4064,93,100,100
846,0.5,40,80,846,0,5018,0,100,100
847,0.5,40,80,847,0,5012,0,100,100
848,0.5,40,80,848,378,4661,46,100,100
849,0.5,40,80,849,677,4177,76,100,100
850,0.5,40,80,850,0,5010,0,100,100
851,0.5,40,80,851,615,4352,75,100,100
852,0.5,40,80,852,735,4103,84,100,100
853,0.5,40,80,853,604,4342,66,100,100
854,0.5,40,80,854,0,5051,0,100,100
855,0.5,40,80,855,532,4468,52,100,100
856,0.5,40,80,856,0,4942,0,100,100
857,0.5,40,80,857,664,4312,70,100,100
858,0.5,40,80,858,513,4502,75,100,100
859,0.5,40,80,859,0,4976,0,100,100
860,0.5,40,80,860,1,4979,0,100,100
861,0.5,40,80,861,0,5015,0,100,100
862,0.5,40,80,862,642,4189,89,100,100
863,0.5,40,80,863,493,4396,72,100,100
864,0.5,40,80,864,0,4990,0,100,100
865,0.5,40,80,865,0,4987,0,100,100
866,0.5,40,80,866,709,4159,86,100,100
867,0.5,40,80,867,648,4334,70,100,100
868,0.5,40,80,868,589,4336,69,100,100
869,0.5,40,80,869,531,4336,78,100,100
870,0.5,40,80,870,0,4943,0,100,100
871,0.5,40,80,871,518,4486,65,100,100
872,0.5,40,80,872,0,4943,0,100,100
873,0.5,40,80,873,0,4960,0,100,100
874,0.5,40,80,874,845,4095,107,100,100
875,0.5,40,80,875,0,5032,0,100,100
876,0.5,40,80,876,0,5034,0,100,100
877,0.5,40,80,877,0,5003,0,100,100
878,0.5,40,80,878,248,4645,47,100,100
879,0.5,40,80,879,328,4607,54,100,100
880,0.5,40,80,880,0,4958,0,100,100
881,0.5,40,80,881,0,4932,0,100,100
882,0.5,40,80,882,0,4969,0,100,100
883,0.5,40,80,883,0,5053,0,100,100
884,0.5,40,80,884,342,4666,33,100,100
885,0.5,40,80,885,0,5078,0,100,100
886,0.5,40,80,886,801,4084,102,100,100
887,0.5,40,80,887,21,4929,0,100,100
888,0.5,40,80,888,0,5064,0,100,100
889,0.5,40,80,889,484,4487,46,100,100
890,0.5,40,80,890,0,5039,0,100,100
891,0.5,40,80,891,0,5038,0,100,100
892,0.5,40,80,892,598,4303,82,100,100
893,0.5,40,80,893,0,5008,0,100,100
894,0.5,40,80,894,0,4959,0,100,100
895,0.5,40,80,895,0,5008,0,100,100
896,0.5,40,80,896,520,4344,77,100,100
897,0.5,40,80,897,0,5079,0,100,100
898,0.5,40,80,898,407,4424,44,100,100
899,0.5,40,80,899,0,4956,0,100,100
900,0.75,10,20,900,2111,5131,317,100,100
901,0.75,10,20,901,2178,4991,313,100,100
902,0.75,10,20,902,3026,4200,351,100,100
903,0.75,10,20,903,0,7582,0,100,100
904,0.75,10,20,904,2859,4359,311,100,100
905,0.75,10,20,905,2387,4899,315,100,100
906,0.75,10,20,906,2677,4511,311,100,100
907,0.75,10,20,907,0,7458,0,100,100
908,0.75,10,20,908,3175,4012,346,100,100
909,0.75,10,20,909,2968,4163,329,100,100
910,0.75,10,20,910,3027,4143,365,100,100
911,0.75,10,20,911,2971,4221,333,100,100
912,0.75,10,20,912,2616,4537,354,100,100
913,0.75,10,20,913,3063,4115,332,100,100
914,0.75,10,20,914,0,7490,0,100,100
915,0.75,10,20,915,2922,4194,368,100,100
916,0.75,10,20,916,0,7452,0,100,100
917,0.75,10,20,917,2206,4952,273,100,100
918,0.75,10,20,918,0,7558,0,100,100
919,0.75,10,20,919,2672,4516,324,100,100
920,0.75,10,20,920,2533,4603,320,100,100
921,0.75,10,20,921,2698,4500,280,100,100
922,0.75,10,20,922,0,7531,0,100,100
923,0.75,10,20,923,0,7511,0,100,100
924,0.75,10,20,924,2477,4730,287,100,100
925,0.75,10,20,925,2451,4714,343,100,100
926,0.75,10,20,926,2413,4786,338,100,100
927,0.75,10,20,927,0,7414,0,100,100
928,0.75,10,20,928,3304,3855,329,100,100
929,0.75,10,20,929,2590,4570,335,100,100
930,0.75,10,20,930,2787,4422,285,100,100
931,0.75,10,20,931,2521,4585,295,100,100
932,0.75,10,20,932,2895,4195,361,100,100
933,0.75,10,20,933,2571,4544,312,100,100
934,0.75,10,20,934,2762,4448,324,100,100
935,0.75,10,20,935,2763,4404,336,100,100
936,0.75,10,20,936,2320,4790,321,100,100
937,0.75,10,20,937,3181,3933,381,100,100
938,0.75,10,20,938,2618,4589,339,100,100
939,0.75,10,20,939,0,7462,0,100,100
940,0.75,10,20,940,2901,4204,344,100,100
941,0.75,10,20,941,3151,4034,335,100,100
942,0.75,10,20,942,2545,4665,285,100,100
943,0.75,10,20,943,3017,4122,340,100,100
944,0.75,10,20,944,0,7532,0,100,100
945,0.75,10,20,945,2615,4597,289,100,100
946,0.75,10,20,946,2388,4865,303,100,100
947,0.75,10,20,947,2356,4868,282,100,100
948,0.75,10,20,948,2584,4627,323,100,100
949,0.75,10,20,949,0,7482,0,100,100
950,0.75,10,20,950,2841,4278,395,100,100
951,0.75,10,20,951,0,7450,0,100,100
952,0.75,10,20,952,2720,4448,350,100,100
953,0.75,10,20,953,2382,4866,311,100,100
954,0.75,10,20,954,0,7512,0,100,100
955,0.75,10,20,955,3026,4152,354,100,100
956,0.75,10,20,956,2085,4999,312,100,100
957,0.75,10,20,957,2397,4803,318,100,100
958,0.75,10,20,958,2827,4330,340,100,100
959,0.75,10,20,959,3047,4011,376,100,100
960,0.75,10,20,960,2402,4798,307,100,100
961,0.75,10,20,961,0,7459,0,100,100
962,0.75,10,20,962,2359,4701,346,100,100
963,0.75,10,20,963,0,7521,0,100,100
964,0.75,10,20,964,2408,4849,284,100,100
965,0.75,10,20,965,2657,4464,326,100,100
966,0.75,10,20,966,2639,4503,321,100,100
967,0.75,10,20,967,2601,4616,283,100,100
968,0.75,10,20,968,0,7446,0,100,100
969,0.75,10,20,969,0,7495,0,100,100
970,0.75,10,20,970,2532,4741,277,100,100
971,0.75,10,20,971,0,7497,0,100,100
972,0.75,10,20,972,0,7442,0,100,100
973,0.75,10,20,973,0,7480,0,100,100
974,0.75,10,20,974,2524,4657,296,100,100
975,0.75,10,20,975,2755,4436,320,100,100
976,0.75,10,20,976,2379,4745,315,100,100
977,0.75,10,20,977,2602,4597,297,100,100
978,0.75,10,20,978,3015,4147,320,100,100
979,0.75,10,20,979,2268,4960,278,100,100
980,0.75,10,20,980,2873,4273,311,100,100
981,0.75,10,20,981,2667,4567,323,100,100
982,0.75,10,20,982,2332,4829,329,100,100
983,0.75,10,20,983,0,7530,0,100,100
984,0.75,10,20,984,2735,4439,314,100,100
985,0.75,10,20,985,2872,4290,381,100,100
986,0.75,10,20,986,2112,5028,278,100,100
987,0.75,10,20,987,2594,4587,292,100,100
988,0.75,10,20,988,2965,4134,383,100,100
989,0.75,10,20,989,0,7408,0,100,100
990,0.75,10,20,990,2985,4237,347,100,100
991,0.75,10,20,991,2858,4313,325,100,100
992,0.75,10,20,992,0,7469,0,100,100
993,0.75,10,20,993,2771,4416,331,100,100
994,0.75,10,20,994,2528,4642,307,100,100
995,0.75,10,20,995,0,7535,0,100,100
996,0.75,10,20,996,2350,4831,300,100,100
997,0.75,10,20,997,2291,4831,328,100,100
998,0.75,10,20,998,0,7478,0,100,100
999,0.75,10,20,999,0,7543,0,100,100
1000,0.75,10,50,1000,0,7518,0,100,100
1001,0.75,10,50,1001,2063,5220,268,100,100
1002,0.75,10,50,1002,2910,4339,326,100,100
1003,0.75,10,50,1003,2276,4900,317,100,100
1004,0.75,10,50,1004,2952,4172,339,100,100
1005,0.75,10,50,1005,2576,4645,320,100,100
1006,0.75,10,50,1006,2679,4500,309,100,100
1007,0.75,10,50,1007,2965,4216,330,100,100
1008,0.75,10,50,1008,3110,3981,342,100,100
1009,0.75,10,50,1009,0,7507,0,100,100
1010,0.75,10,50,1010,2353,4801,324,100,100
1011,0.75,10,50,1011,2024,5233,257,100,100
1012,0.75,10,50,1012,0,7410,0,100,100
1013,0.75,10,50,1013,2362,4808,289,100,100
1014,0.75,10,50,1014,0,7492,0,100,100
1015,0.75,10,50,1015,3189,4042,359,100,100
1016,0.75,10,50,1016,2153,4999,278,100,100
1017,0.75,10,50,1017,2481,4733,315,100,100
1018,0.75,10,50,1018,0,7403,0,100,100
1019,0.75,10,50,1019,2743,4335,379,100,100
1020,0.75,10,50,1020,0,7490,0,100,100
1021,0.75,10,50,1021,2875,4279,353,100,100
1022,0.75,10,50,1022,2841,4276,342,100,100
1023,0.75,10,50,1023,3075,4071,332,100,100
1024,0.75,10,50,1024,2196,4883,307,100,100
1025,0.75,10,50,1025,2164,4949,280,100,100
1026,0.75,10,50,1026,2526,4592,351,100,100
1027,0.75,10,50,1027,0,7511,0,100,100
1028,0.75,10,50,1028,2854,4387,342,100,100
1029,0.75,10,50,1029,0,7553,0,100,100
1030,0.75,10,50,1030,2632,4590,325,100,100
1031,0.75,10,50,1031,0,7555,0,100,100
1032,0.75,10,50,1032,3022,4181,334,100,100
1033,0.75,10,50,1033,2370,4794,290,100,100
1034,0.75,10,50,1034,2189,5071,296,100,100
1035,0.75,10,50,1035,0,7478,0,100,100
1036,0.75,10,50,1036,2898,4194,407,100,100
1037,0.75,10,50,1037,2270,4871,298,100,100
1038,0.75,10,50,1038,2362,4826,317,100,100
1039,0.75,10,50,1039,3285,3857,354,100,100
1040,0.75,10,50,1040,0,7489,0,100,100
1041,0.75,10,50,1041,2449,4784,315,100,100
1042,0.75,10,50,1042,2624,4547,355,100,100
1043,0.75,10,50,1043,2738,4498,325,100,100
1044,0.75,10,50,1044,2106,5112,269,100,100
1045,0.75,10,50,1045,0,7564,0,100,100
1046,0.75,10,50,1046,2305,4923,287,100,100
1047,0.75,10,50,1047,3039,4127,363,100,100
1048,0.75,10,50,1048,2755,4379,335,100,100
1049,0.75,10,50,1049,2760,4370,331,100,100
1050,0.75,10,50,1050,2185,5037,293,100,100
1051,0.75,10,50,1051,2104,5101,282,100,100
1052,0.75,10,50,1052,3003,4136,334,100,100
1053,0.75,10,50,1053,2357,4793,303,100,100
1054,0.75,10,50,1054,2786,4350,353,100,100
1055,0.75,10,50,1055,2295,4899,310,100,100
1056,0.75,10,50,1056,2523,4755,293,100,100
1057,0.75,10,50,1057,2613,4562,330,100,100
1058,0.75,10,50,1058,2878,4180,346,100,100
1059,0.75,10,50,1059,2737,4508,314,100,100
1060,0.75,10,50,1060,2903,4220,343,100,100
1061,0.75,10,50,1061,0,7502,0,100,100
1062,0.75,10,50,1062,2251,4901,281,100,100
1063,0.75,10,50,1063,0,7464,0,100,100
1064,0.75,10,50,1064,2573,4557,351,100,100
1065,0.75,10,50,1065,2510,4681,316,100,100
1066,0.75,10,50,1066,2460,4699,305,100,100
1067,0.75,10,50,1067,2100,5087,323,100,100
1068,0.75,10,50,1068,0,7474,0,100,100
1069,0.75,10,50,1069,2407,4722,327,100,100
1070,0.75,10,50,1070,3037,4073,368,100,100
1071,0.75,10,50,1071,0,7501,0,100,100
1072,0.75,10,50,1072,2890,4238,340,100,100
1073,0.75,10,50,1073,3072,4035,375,100,100
1074,0.75,10,50,1074,1952,5234,314,100,100
1075,0.75,10,50,1075,2354,4776,317,100,100
1076,0.75,10,50,1076,2675,4464,357,100,100
1077,0.75,10,50,1077,2954,4243,315,100,100
1078,0.75,10,50,1078,2811,4366,332,100,100
1079,0.75,10,50,1079,2438,4742,314,100,100
1080,0.75,10,50,1080,2818,4345,331,100,100
1081,0.75,10,50,1081,2821,4345,333,100,100
1082,0.75,10,50,1082,2782,4329,338,100,100
1083,0.75,10,50,1083,0,7521,0,100,100
1084,0.75,10,50,1084,2995,4116,370,100,100
1085,0.75,10,50,1085,2434,4708,311,100,100
1086,0.75,10,50,1086,2585,4556,303,100,100
1087,0.75,10,50,1087,2743,4387,324,100,100
1088,0.75,10,50,1088,2041,5199,278,100,100
1089,0.75,10,50,1089,3098,4027,375,100,100
1090,0.75,10,50,1090,2537,4564,320,100,100
1091,0.75,10,50,1091,2471,4708,310,100,100
1092,0.75,10,50,1092,2252,4962,302,100,100
1093,0.75,10,50,1093,2251,4883,306,100,100
1094,0.75,10,50,1094,2320,4915,322,100,100
1095,0.75,10,50,1095,0,7540,0,100,100
1096,0.75,10,50,1096,2942,4201,373,100,100
1097,0.75,10,50,1097,0,7562,0,100,100
1098,0.75,10,50,1098,2410,4751,289,100,100
1099,0.75,10,50,1099,1952,5338,295,100,100
1100,0.75,10,80,1100,2174,5048,281,100,100
1101,0.75,10,80,1101,3122,3999,314,100,100
1102,0.75,10,80,1102,3119,4057,336,100,100
1103,0.75,10,80,1103,3405,3719,426,100,100
1104,0.75,10,80,1104,2842,4275,375,100,100
1105,0.75,10,80,1105,3055,4112,345,100,100
1106,0.75,10,80,1106,2534,4565,316,100,100
1107,0.75,10,80,1107,2909,4234,363,100,100
1108,0.75,10,80,1108,2491,4653,350,100,100
1109,0.75,10,80,1109,2724,4507,295,100,100
1110,0.75,10,80,1110,0,7514,0,100,100
1111,0.75,10,80,1111,0,7485,0,100,100
1112,0.75,10,80,1112,2931,4188,340,100,100
1113,0.75,10,80,1113,3213,3858,370,100,100
1114,0.75,10,80,1114,3247,3927,368,100,100
1115,0.75,10,80,1115,2809,4434,358,100,100
1116,0.75,10,80,1116,2098,5102,292,100,100
1117,0.75,10,80,1117,2178,5000,281,100,100
1118,0.75,10,80,1118,2818,4476,266,100,100
1119,0.75,10,80,1119,2717,4460,326,100,100
1120,0.75,10,80,1120,2952,4194,402,100,100
1121,0.75,10,80,1121,2659,4412,351,100,100
1122,0.75,10,80,1122,2659,4518,322,100,100
1123,0.75,10,80,1123,2766,4383,341,100,100
1124,0.75,10,80,1124,0,7517,0,100,100
1125,0.75,10,80,1125,2742,4403,367,100,100
1126,0.75,10,80,1126,2831,4317,340,100,100
1127,0.75,10,80,1127,2496,4652,313,100,100
1128,0.75,10,80,1128,2258,4998,275,100,100
1129,0.75,10,80,1129,0,7501,0,100,100
1130,0.75,10,80,1130,0,7523,0,100,100
1131,0.75,10,80,1131,2279,5000,317,100,100
1132,0.75,10,80,1132,2502,4722,292,100,100
1133,0.75,10,80,1133,2546,4704,307,100,100
1134,0.75,10,80,1134,2241,4891,336,100,100
1135,0.75,10,80,1135,2679,4466,364,100,100
1136,0.75,10,80,1136,0,7452,0,100,100
1137,0.75,10,80,1137,2138,5102,270,100,100
1138,0.75,10,80,1138,2101,5133,258,100,100
1139,0.75,10,80,1139,2640,4525,312,100,100
1140,0.75,10,80,1140,0,7473,0,100,100
1141,0.75,10,80,1141,2664,4570,323,100,100
1142,0.75,10,80,1142,0,7503,0,100,100
1143,0.75,10,80,1143,2417,4792,307,100,100
1144,0.75,10,80,1144,2453,4768,304,100,100
1145,0.75,10,80,1145,2588,4561,327,100,100
1146,0.75,10,80,1146,2988,4243,359,100,100
1147,0.75,10,80,1147,2108,5133,307,100,100
1148,0.75,10,80,1148,2252,4914,256,100,100
1149,0.75,10,80,1149,2251,4861,330,100,100
1150,0.75,10,80,1150,2715,4448,319,100,100
1151,0.75,10,80,1151,2297,4824,320,100,100
1152,0.75,10,80,1152,0,7487,0,100,100
1153,0.75,10,80,1153,0,7533,0,100,100
1154,0.75,10,80,1154,0,7565,0,100,100
1155,0.75,10,80,1155,3117,4087,324,100,100
1156,0.75,10,80,1156,2692,4440,381,100,100
1157,0.75,10,80,1157,2926,4188,329,100,100
1158,0.75,10,80,1158,2778,4417,321,100,100
1159,0.75,10,80,1159,2583,4621,351,100,100
1160,0.75,10,80,1160,2486,4721,263,100,100
1161,0.75,10,80,1161,2880,4320,339,100,100
1162,0.75,10,80,1162,3450,3637,385,100,100
1163,0.75,10,80,1163,0,7518,0,100,100
1164,0.75,10,80,1164,2792,4409,347,100,100
1165,0.75,10,80,1165,2516,4738,292,100,100
1166,0.75,10,80,1166,2609,4547,296,100,100
1167,0.75,10,80,1167,3007,4230,354,100,100
1168,0.75,10,80,1168,2947,4203,349,100,100
1169,0.75,10,80,1169,3315,3741,400,100,100
1170,0.75,10,80,1170,2681,4425,368,100,100
1171,0.75,10,80,1171,0,7487,0,100,100
1172,0.75,10,80,1172,2454,4694,315,100,100
1173,0.75,10,80,1173,2855,4365,325,100,100
1174,0.75,10,80,1174,2928,4128,362,100,100
1175,0.75,10,80,1175,2433,4711,320,100,100
1176,0.75,10,80,1176,2561,4637,332,100,100
1177,0.75,10,80,1177,0,7446,0,100,100
1178,0.75,10,80,1178,2661,4527,337,100,100
1179,0.75,10,80,1179,2787,4393,336,100,100
1180,0.75,10,80,1180,2591,4506,317,100,100
